Id	Ref_Name	Language_Type	Part2B	Part2T	Part1	Scope			Comment
kea	Kabuverdianu	L				I			
keb	Kélé	L				I			
kec	Keiga	L				I			
ked	Kerewe	L				I			
kee	Eastern Keres	L				I			
kef	Kpessi	L				I			
keg	Tese	L				I			
keh	Keak	L				I			
kei	Kei	L				I			
kej	Kadar	L				I			
kek	Kekchí	L				I			
kel	Kela (Democratic Republic of Congo)	L				I			
kem	Kemak	L				I			
ken	Kenyang	L				I			
keo	Kakwa	L				I			
kep	Kaikadi	L				I			
keq	Kamar	L				I			
ker	Kera	L				I			
kes	Kugbo	L				I			
ket	Ket	L				I			
keu	Akebu	L				I			
kev	Kanikkaran	L				I			
kew	West Kewa	L				I			
kex	Kukna	L				I			
key	Kupia	L				I			
kez	Kukele	L				I			
kfa	Kodava	L				I			
kfb	Northwestern Kolami	L				I			
kfc	Konda-Dora	L				I			
kfd	Korra Koraga	L				I			
kfe	Kota (India)	L				I			
kff	Koya	L				I			
kfg	Kudiya	L				I			
kfh	Kurichiya	L				I			
kfi	Kannada Kurumba	L				I			
kfj	Kemiehua	L				I			
kfk	Kinnauri	L				I			
kfl	Kung	L				I			
kfm	Khunsari	L				I			
kfn	Kuk	L				I			
kfo	Koro (Côte d'Ivoire)	L				I			
kfp	Korwa	L				I			
kfq	Korku	L				I			
kfr	Kachhi	L				I			
kfs	Bilaspuri	L				I			
kft	Kanjari	L				I			
kfu	Katkari	L				I			
kfv	Kurmukar	L				I			
kfw	Kharam Naga	L				I			
kfx	Kullu Pahari	L				I			
kfy	Kumaoni	L				I			
kfz	Koromfé	L				I			
kga	Koyaga	L				I			
kgb	Kawe	L				I			
kge	Komering	L				I			
kgf	Kube	L				I			
kgg	Kusunda	L				I			
kgi	Selangor Sign Language	L				I			
kgj	Gamale Kham	L				I			
kgk	Kaiwá	L				I			
kgl	Kunggari	E				I			
kgm	Karipúna	E				I			
kgn	Karingani	L				I			
kgo	Krongo	L				I			
kgp	Kaingang	L				I			
kgq	Kamoro	L				I			
kgr	Abun	L				I			
kgs	Kumbainggar	L				I			
kgt	Somyev	L				I			
kgu	Kobol	L				I			
kgv	Karas	L				I			
kgw	Karon Dori	L				I			
kgx	Kamaru	L				I			
kgy	Kyerung	L				I			
kha	Khasi	L	kha	kha		I			
khb	Lü	L				I			
khc	Tukang Besi North	L				I			
khd	Bädi Kanum	L				I			
khe	Korowai	L				I			
khf	Khuen	L				I			
khg	Khams Tibetan	L				I			
khh	Kehu	L				I			
khj	Kuturmi	L				I			
khk	Halh Mongolian	L				I			
khl	Lusi	L				I			
khm	Khmer	L	khm	khm	km	I			
khn	Khandesi	L				I			
kho	Khotanese	A	kho	kho		I			
khp	Kapori	L				I			
khq	Koyra Chiini Songhay	L				I			
khr	Kharia	L				I			
khs	Kasua	L				I			
kht	Khamti	L				I			
khu	Nkhumbi	L				I			
khv	Khvarshi	L				I			
khw	Khowar	L				I			
khx	Kanu	L				I			
khy	Kele (Democratic Republic of Congo)	L				I			
khz	Keapara	L				I			
kia	Kim	L				I			
kib	Koalib	L				I			
kic	Kickapoo	L				I			
kid	Koshin	L				I			
kie	Kibet	L				I			
kif	Eastern Parbate Kham	L				I			
kig	Kimaama	L				I			
kih	Kilmeri	L				I			
kii	Kitsai	E				I			
kij	Kilivila	L				I			
kik	Kikuyu	L	kik	kik	ki	I			
kil	Kariya	L				I			
kim	Karagas	L				I			
kin	Kinyarwanda	L	kin	kin	rw	I			
kio	Kiowa	L				I			
kip	Sheshi Kham	L				I			
kiq	Kosadle	L				I			
kir	Kirghiz	L	kir	kir	ky	I			
kis	Kis	L				I			
kit	Agob	L				I			
kiu	Kirmanjki (individual language)	L				I			
kiv	Kimbu	L				I			
kiw	Northeast Kiwai	L				I			
kix	Khiamniungan Naga	L				I			
kiy	Kirikiri	L				I			
kiz	Kisi	L				I			
kja	Mlap	L				I			
kjb	Q'anjob'al	L				I			
kjc	Coastal Konjo	L				I			
kjd	Southern Kiwai	L				I			
kje	Kisar	L				I			
kjg	Khmu	L				I			
kjh	Khakas	L				I			
kji	Zabana	L				I			
kjj	Khinalugh	L				I			
kjk	Highland Konjo	L				I			
kjl	Western Parbate Kham	L				I			
kjm	Kháng	L				I			
kjn	Kunjen	L				I			
kjo	Harijan Kinnauri	L				I			
kjp	Pwo Eastern Karen	L				I			
kjq	Western Keres	L				I			
kjr	Kurudu	L				I			
kjs	East Kewa	L				I			
kjt	Phrae Pwo Karen	L				I			
kju	Kashaya	L				I			
kjv	Kaikavian Literary Language	H				I			
kjx	Ramopa	L				I			
kjy	Erave	L				I			
kjz	Bumthangkha	L				I			
kka	Kakanda	L				I			
kkb	Kwerisa	L				I			
kkc	Odoodee	L				I			
kkd	Kinuku	L				I			
kke	Kakabe	L				I			
kkf	Kalaktang Monpa	L				I			
kkg	Mabaka Valley Kalinga	L				I			
kkh	Khün	L				I			
kki	Kagulu	L				I			
kkj	Kako	L				I			
kkk	Kokota	L				I			
kkl	Kosarek Yale	L				I			
kkm	Kiong	L				I			
kkn	Kon Keu	L				I			
kko	Karko	L				I			
kkp	Gugubera	L				I			
kkq	Kaeku	L				I			
kkr	Kir-Balar	L				I			
kks	Giiwo	L				I			
kkt	Koi	L				I			
kku	Tumi	L				I			
kkv	Kangean	L				I			
kkw	Teke-Kukuya	L				I			
kkx	Kohin	L				I			
kky	Guugu Yimidhirr	L				I			
kkz	Kaska	L				I			
kla	Klamath-Modoc	E				I			
klb	Kiliwa	L				I			
klc	Kolbila	L				I			
kld	Gamilaraay	L				I			
kle	Kulung (Nepal)	L				I			
klf	Kendeje	L				I			
klg	Tagakaulo	L				I			
klh	Weliki	L				I			
kli	Kalumpang	L				I			
klj	Khalaj	L				I			
klk	Kono (Nigeria)	L				I			
kll	Kagan Kalagan	L				I			
klm	Migum	L				I			
kln	Kalenjin	L				M			
klo	Kapya	L				I			
klp	Kamasa	L				I			
klq	Rumu	L				I			
klr	Khaling	L				I			
kls	Kalasha	L				I			
klt	Nukna	L				I			
klu	Klao	L				I			
klv	Maskelynes	L				I			
klw	Tado	L				I			
klx	Koluwawa	L				I			
kly	Kalao	L				I			
klz	Kabola	L				I			
kma	Konni	L				I			
kmb	Kimbundu	L	kmb	kmb		I			
kmc	Southern Dong	L				I			
kmd	Majukayang Kalinga	L				I			
kme	Bakole	L				I			
kmf	Kare (Papua New Guinea)	L				I			
kmg	Kâte	L				I			
kmh	Kalam	L				I			
kmi	Kami (Nigeria)	L				I			
kmj	Kumarbhag Paharia	L				I			
kmk	Limos Kalinga	L				I			
kml	Tanudan Kalinga	L				I			
kmm	Kom (India)	L				I			
kmn	Awtuw	L				I			
kmo	Kwoma	L				I			
kmp	Gimme	L				I			
kmq	Kwama	L				I			
kmr	Northern Kurdish	L				I			
kms	Kamasau	L				I			
kmt	Kemtuik	L				I			
kmu	Kanite	L				I			
kmv	Karipúna Creole French	L				I			
kmw	Komo (Democratic Republic of Congo)	L				I			
kmx	Waboda	L				I			
kmy	Koma	L				I			
kmz	Khorasani Turkish	L				I			
kna	Dera (Nigeria)	L				I			
knb	Lubuagan Kalinga	L				I			
knc	Central Kanuri	L				I			
knd	Konda	L				I			
kne	Kankanaey	L				I			
knf	Mankanya	L				I			
kng	Koongo	L				I			
kni	Kanufi	L				I			
knj	Western Kanjobal	L				I			
knk	Kuranko	L				I			
knl	Keninjal	L				I			
knm	Kanamarí	L				I			
knn	Konkani (individual language)	L				I			
kno	Kono (Sierra Leone)	L				I			
knp	Kwanja	L				I			
knq	Kintaq	L				I			
knr	Kaningra	L				I			
kns	Kensiu	L				I			
knt	Panoan Katukína	L				I			
knu	Kono (Guinea)	L				I			
knv	Tabo	L				I			
knw	Kung-Ekoka	L				I			
knx	Kendayan	L				I			
kny	Kanyok	L				I			
knz	Kalamsé	L				I			
koa	Konomala	L				I			
koc	Kpati	E				I			
kod	Kodi	L				I			
koe	Kacipo-Bale Suri	L				I			
kof	Kubi	E				I			
kog	Cogui	L				I			
koh	Koyo	L				I			
koi	Komi-Permyak	L				I			
kok	Konkani (macrolanguage)	L	kok	kok		M			
kol	Kol (Papua New Guinea)	L				I			
kom	Komi	L	kom	kom	kv	M			
kon	Kongo	L	kon	kon	kg	M			
koo	Konzo	L				I			
kop	Waube	L				I			
koq	Kota (Gabon)	L				I			
kor	Korean	L	kor	kor	ko	I			
kos	Kosraean	L	kos	kos		I			
kot	Lagwan	L				I			
kou	Koke	L				I			
kov	Kudu-Camo	L				I			
kow	Kugama	L				I			
koy	Koyukon	L				I			
koz	Korak	L				I			
kpa	Kutto	L				I			
kpb	Mullu Kurumba	L				I			
kpc	Curripaco	L				I			
kpd	Koba	L				I			
kpe	Kpelle	L	kpe	kpe		M			
kpf	Komba	L				I			
kpg	Kapingamarangi	L				I			
kph	Kplang	L				I			
kpi	Kofei	L				I			
kpj	Karajá	L				I			
kpk	Kpan	L				I			
kpl	Kpala	L				I			
kpm	Koho	L				I			
kpn	Kepkiriwát	E				I			
kpo	Ikposo	L				I			
kpq	Korupun-Sela	L				I			
kpr	Korafe-Yegha	L				I			
kps	Tehit	L				I			
kpt	Karata	L				I			
kpu	Kafoa	L				I			
kpv	Komi-Zyrian	L				I			
kpw	Kobon	L				I			
kpx	Mountain Koiali	L				I			
kpy	Koryak	L				I			
kpz	Kupsabiny	L				I			
kqa	Mum	L				I			
kqb	Kovai	L				I			
kqc	Doromu-Koki	L				I			
kqd	Koy Sanjaq Surat	L				I			
kqe	Kalagan	L				I			
kqf	Kakabai	L				I			
kqg	Khe	L				I			
kqh	Kisankasa	L				I			
kqi	Koitabu	L				I			
kqj	Koromira	L				I			
kqk	Kotafon Gbe	L				I			
kql	Kyenele	L				I			
kqm	Khisa	L				I			
kqn	Kaonde	L				I			
kqo	Eastern Krahn	L				I			
kqp	Kimré	L				I			
kqq	Krenak	L				I			
kqr	Kimaragang	L				I			
kqs	Northern Kissi	L				I			
kqt	Klias River Kadazan	L				I			
kqu	Seroa	E				I			
kqv	Okolod	L				I			
kqw	Kandas	L				I			
kqx	Mser	L				I			
kqy	Koorete	L				I			
kqz	Korana	E				I			
kra	Kumhali	L				I			
krb	Karkin	E				I			
krc	Karachay-Balkar	L	krc	krc		I			
krd	Kairui-Midiki	L				I			
kre	Panará	L				I			
krf	Koro (Vanuatu)	L				I			
krh	Kurama	L				I			
kri	Krio	L				I			
krj	Kinaray-A	L				I			
krk	Kerek	E				I			
krl	Karelian	L	krl	krl		I			
krn	Sapo	L				I			
krp	Korop	L				I			
krr	Krung	L				I			
krs	Gbaya (Sudan)	L				I			
krt	Tumari Kanuri	L				I			
kru	Kurukh	L	kru	kru		I			
krv	Kavet	L				I			
krw	Western Krahn	L				I			
krx	Karon	L				I			
kry	Kryts	L				I			
krz	Sota Kanum	L				I			
ksa	Shuwa-Zamani	L				I			
ksb	Shambala	L				I			
ksc	Southern Kalinga	L				I			
ksd	Kuanua	L				I			
kse	Kuni	L				I			
ksf	Bafia	L				I			
ksg	Kusaghe	L				I			
ksh	Kölsch	L				I			
ksi	Krisa	L				I			
ksj	Uare	L				I			
ksk	Kansa	L				I			
ksl	Kumalu	L				I			
ksm	Kumba	L				I			
ksn	Kasiguranin	L				I			
kso	Kofa	L				I			
ksp	Kaba	L				I			
ksq	Kwaami	L				I			
ksr	Borong	L				I			
kss	Southern Kisi	L				I			
kst	Winyé	L				I			
ksu	Khamyang	L				I			
ksv	Kusu	L				I			
ksw	S'gaw Karen	L				I			
ksx	Kedang	L				I			
ksy	Kharia Thar	L				I			
ksz	Kodaku	L				I			
kta	Katua	L				I			
ktb	Kambaata	L				I			
ktc	Kholok	L				I			
ktd	Kokata	L				I			
kte	Nubri	L				I			
ktf	Kwami	L				I			
ktg	Kalkutung	E				I			
kth	Karanga	L				I			
kti	North Muyu	L				I			
ktj	Plapo Krumen	L				I			
ktk	Kaniet	E				I			
ktl	Koroshi	L				I			
ktm	Kurti	L				I			
ktn	Karitiâna	L				I			
kto	Kuot	L				I			
ktp	Kaduo	L				I			
ktq	Katabaga	E				I			
kts	South Muyu	L				I			
ktt	Ketum	L				I			
ktu	Kituba (Democratic Republic of Congo)	L				I			
ktv	Eastern Katu	L				I			
ktw	Kato	E				I			
ktx	Kaxararí	L				I			
kty	Kango (Bas-Uélé District)	L				I			
ktz	Juǀʼhoan	L				I			
kua	Kuanyama	L	kua	kua	kj	I			
kub	Kutep	L				I			
kuc	Kwinsu	L				I			
kud	'Auhelawa	L				I			
kue	Kuman (Papua New Guinea)	L				I			
kuf	Western Katu	L				I			
kug	Kupa	L				I			
kuh	Kushi	L				I			
kui	Kuikúro-Kalapálo	L				I			
kuj	Kuria	L				I			
kuk	Kepo'	L				I			
kul	Kulere	L				I			
kum	Kumyk	L	kum	kum		I			
kun	Kunama	L				I			
kuo	Kumukio	L				I			
kup	Kunimaipa	L				I			
kuq	Karipuna	L				I			
kur	Kurdish	L	kur	kur	ku	M			
kus	Kusaal	L				I			
kut	Kutenai	L	kut	kut		I			
kuu	Upper Kuskokwim	L				I			
kuv	Kur	L				I			
kuw	Kpagua	L				I			
kux	Kukatja	L				I			
kuy	Kuuku-Ya'u	L				I			
kuz	Kunza	E				I			
kva	Bagvalal	L				I			
kvb	Kubu	L				I			
kvc	Kove	L				I			
kvd	Kui (Indonesia)	L				I			
kve	Kalabakan	L				I			
kvf	Kabalai	L				I			
kvg	Kuni-Boazi	L				I			
kvh	Komodo	L				I			
kvi	Kwang	L				I			
kvj	Psikye	L				I			
kvk	Korean Sign Language	L				I			
kvl	Kayaw	L				I			
kvm	Kendem	L				I			
kvn	Border Kuna	L				I			
kvo	Dobel	L				I			
kvp	Kompane	L				I			
kvq	Geba Karen	L				I			
kvr	Kerinci	L				I			
kvt	Lahta Karen	L				I			
kvu	Yinbaw Karen	L				I			
kvv	Kola	L				I			
kvw	Wersing	L				I			
kvx	Parkari Koli	L				I			
kvy	Yintale Karen	L				I			
kvz	Tsakwambo	L				I			
kwa	Dâw	L				I			
kwb	Kwa	L				I			
kwc	Likwala	L				I			
kwd	Kwaio	L				I			
kwe	Kwerba	L				I			
kwf	Kwara'ae	L				I			
kwg	Sara Kaba Deme	L				I			
kwh	Kowiai	L				I			
kwi	Awa-Cuaiquer	L				I			
kwj	Kwanga	L				I			
kwk	Kwakiutl	L				I			
kwl	Kofyar	L				I			
kwm	Kwambi	L				I			
kwn	Kwangali	L				I			
kwo	Kwomtari	L				I			
kwp	Kodia	L				I			
kwr	Kwer	L				I			
kws	Kwese	L				I			
kwt	Kwesten	L				I			
kwu	Kwakum	L				I			
kwv	Sara Kaba Náà	L				I			
kww	Kwinti	L				I			
kwx	Khirwar	L				I			
kwy	San Salvador Kongo	L				I			
kwz	Kwadi	E				I			
kxa	Kairiru	L				I			
kxb	Krobu	L				I			
kxc	Konso	L				I			
kxd	Brunei	L				I			
kxf	Manumanaw Karen	L				I			
kxh	Karo (Ethiopia)	L				I			
kxi	Keningau Murut	L				I			
kxj	Kulfa	L				I			
kxk	Zayein Karen	L				I			
kxm	Northern Khmer	L				I			
kxn	Kanowit-Tanjong Melanau	L				I			
kxo	Kanoé	E				I			
kxp	Wadiyara Koli	L				I			
kxq	Smärky Kanum	L				I			
kxr	Koro (Papua New Guinea)	L				I			
kxs	Kangjia	L				I			
kxt	Koiwat	L				I			
kxv	Kuvi	L				I			
kxw	Konai	L				I			
kxx	Likuba	L				I			
kxy	Kayong	L				I			
kxz	Kerewo	L				I			
kya	Kwaya	L				I			
kyb	Butbut Kalinga	L				I			
kyc	Kyaka	L				I			
kyd	Karey	L				I			
kye	Krache	L				I			
kyf	Kouya	L				I			
kyg	Keyagana	L				I			
kyh	Karok	L				I			
kyi	Kiput	L				I			
kyj	Karao	L				I			
kyk	Kamayo	L				I			
kyl	Kalapuya	L				I			
kym	Kpatili	L				I			
kyn	Northern Binukidnon	L				I			
kyo	Kelon	L				I			
kyp	Kang	L				I			
kyq	Kenga	L				I			
kyr	Kuruáya	L				I			
kys	Baram Kayan	L				I			
kyt	Kayagar	L				I			
kyu	Western Kayah	L				I			
kyv	Kayort	L				I			
kyw	Kudmali	L				I			
kyx	Rapoisi	L				I			
kyy	Kambaira	L				I			
kyz	Kayabí	L				I			
kza	Western Karaboro	L				I			
kzb	Kaibobo	L				I			
kzc	Bondoukou Kulango	L				I			
kzd	Kadai	L				I			
kze	Kosena	L				I			
kzf	Da'a Kaili	L				I			
kzg	Kikai	L				I			
kzi	Kelabit	L				I			
kzk	Kazukuru	E				I			
kzl	Kayeli	L				I			
kzm	Kais	L				I			
kzn	Kokola	L				I			
kzo	Kaningi	L				I			
kzp	Kaidipang	L				I			
kzq	Kaike	L				I			
kzr	Karang	L				I			
kzs	Sugut Dusun	L				I			
kzu	Kayupulau	L				I			
kzv	Komyandaret	L				I			
kzw	Karirí-Xocó	E				I			
kzx	Kamarian	E				I			
kzy	Kango (Tshopo District)	L				I			
kzz	Kalabra	L				I			
laa	Southern Subanen	L				I			
lab	Linear A	A				I			
lac	Lacandon	L				I			
lad	Ladino	L	lad	lad		I			
lae	Pattani	L				I			
laf	Lafofa	L				I			
lag	Langi	L				I			
lah	Lahnda	L	lah	lah		M			
lai	Lambya	L				I			
laj	Lango (Uganda)	L				I			
lal	Lalia	L				I			
lam	Lamba	L	lam	lam		I			
lan	Laru	L				I			
lao	Lao	L	lao	lao	lo	I			
lap	Laka (Chad)	L				I			
laq	Qabiao	L				I			
lar	Larteh	L				I			
las	Lama (Togo)	L				I			
lat	Latin	A	lat	lat	la	I			
lau	Laba	L				I			
lav	Latvian	L	lav	lav	lv	M			
law	Lauje	L				I			
lax	Tiwa	L				I			
lay	Lama Bai	L				I			
laz	Aribwatsa	E				I			
lbb	Label	L				I			
lbc	Lakkia	L				I			
lbe	Lak	L				I			
lbf	Tinani	L				I			
lbg	Laopang	L				I			
lbi	La'bi	L				I			
lbj	Ladakhi	L				I			
lbk	Central Bontok	L				I			
lbl	Libon Bikol	L				I			
lbm	Lodhi	L				I			
lbn	Rmeet	L				I			
lbo	Laven	L				I			
lbq	Wampar	L				I			
lbr	Lohorung	L				I			
lbs	Libyan Sign Language	L				I			
lbt	Lachi	L				I			
lbu	Labu	L				I			
lbv	Lavatbura-Lamusong	L				I			
lbw	Tolaki	L				I			
lbx	Lawangan	L				I			
lby	Lamalama	E				I			
lbz	Lardil	L				I			
lcc	Legenyem	L				I			
lcd	Lola	L				I			
lce	Loncong	L				I			
lcf	Lubu	L				I			
lch	Luchazi	L				I			
lcl	Lisela	L				I			
lcm	Tungag	L				I			
lcp	Western Lawa	L				I			
lcq	Luhu	L				I			
lcs	Lisabata-Nuniali	L				I			
lda	Kla-Dan	L				I			
ldb	Dũya	L				I			
ldd	Luri	L				I			
ldg	Lenyima	L				I			
ldh	Lamja-Dengsa-Tola	L				I			
ldi	Laari	L				I			
ldj	Lemoro	L				I			
ldk	Leelau	L				I			
ldl	Kaan	L				I			
ldm	Landoma	L				I			
ldn	Láadan	C				I			
ldo	Loo	L				I			
ldp	Tso	L				I			
ldq	Lufu	L				I			
lea	Lega-Shabunda	L				I			
leb	Lala-Bisa	L				I			
lec	Leco	L				I			
led	Lendu	L				I			
lee	Lyélé	L				I			
lef	Lelemi	L				I			
leh	Lenje	L				I			
lei	Lemio	L				I			
lej	Lengola	L				I			
lek	Leipon	L				I			
lel	Lele (Democratic Republic of Congo)	L				I			
lem	Nomaande	L				I			
len	Lenca	E				I			
leo	Leti (Cameroon)	L				I			
lep	Lepcha	L				I			
leq	Lembena	L				I			
ler	Lenkau	L				I			
les	Lese	L				I			
let	Lesing-Gelimi	L				I			
leu	Kara (Papua New Guinea)	L				I			
lev	Lamma	L				I			
lew	Ledo Kaili	L				I			
lex	Luang	L				I			
ley	Lemolang	L				I			
lez	Lezghian	L	lez	lez		I			
lfa	Lefa	L				I			
lfn	Lingua Franca Nova	C				I			
lga	Lungga	L				I			
lgb	Laghu	L				I			
lgg	Lugbara	L				I			
lgh	Laghuu	L				I			
lgi	Lengilu	L				I			
lgk	Lingarak	L				I			
lgl	Wala	L				I			
lgm	Lega-Mwenga	L				I			
lgn	T'apo	L				I			
lgo	Lango (South Sudan)	L				I			
lgq	Logba	L				I			
lgr	Lengo	L				I			
lgt	Pahi	L				I			
lgu	Longgu	L				I			
lgz	Ligenza	L				I			
lha	Laha (Viet Nam)	L				I			
lhh	Laha (Indonesia)	L				I			
lhi	Lahu Shi	L				I			
lhl	Lahul Lohar	L				I			
lhm	Lhomi	L				I			
lhn	Lahanan	L				I			
lhp	Lhokpu	L				I			
lhs	Mlahsö	E				I			
lht	Lo-Toga	L				I			
lhu	Lahu	L				I			
lia	West-Central Limba	L				I			
lib	Likum	L				I			
lic	Hlai	L				I			
lid	Nyindrou	L				I			
lie	Likila	L				I			
lif	Limbu	L				I			
lig	Ligbi	L				I			
lih	Lihir	L				I			
lij	Ligurian	L				I			
lik	Lika	L				I			
lil	Lillooet	L				I			
lim	Limburgan	L	lim	lim	li	I			
lin	Lingala	L	lin	lin	ln	I			
lio	Liki	L				I			
lip	Sekpele	L				I			
liq	Libido	L				I			
lir	Liberian English	L				I			
lis	Lisu	L				I			
lit	Lithuanian	L	lit	lit	lt	I			
liu	Logorik	L				I			
liv	Liv	L				I			
liw	Col	L				I			
lix	Liabuku	L				I			
liy	Banda-Bambari	L				I			
liz	Libinza	L				I			
lja	Golpa	E				I			
lje	Rampi	L				I			
lji	Laiyolo	L				I			
ljl	Li'o	L				I			
ljp	Lampung Api	L				I			
ljw	Yirandali	L				I			
ljx	Yuru	E				I			
lka	Lakalei	L				I			
lkb	Kabras	L				I			
lkc	Kucong	L				I			
lkd	Lakondê	L				I			
lke	Kenyi	L				I			
lkh	Lakha	L				I			
lki	Laki	L				I			
lkj	Remun	L				I			
lkl	Laeko-Libuat	L				I			
lkm	Kalaamaya	E				I			
lkn	Lakon	L				I			
lko	Khayo	L				I			
lkr	Päri	L				I			
lks	Kisa	L				I			
lkt	Lakota	L				I			
lku	Kungkari	E				I			
lky	Lokoya	L				I			
lla	Lala-Roba	L				I			
llb	Lolo	L				I			
llc	Lele (Guinea)	L				I			
lld	Ladin	L				I			
lle	Lele (Papua New Guinea)	L				I			
llf	Hermit	E				I			
llg	Lole	L				I			
llh	Lamu	L				I			
lli	Teke-Laali	L				I			
llj	Ladji Ladji	E				I			
llk	Lelak	E				I			
lll	Lilau	L				I			
llm	Lasalimu	L				I			
lln	Lele (Chad)	L				I			
llp	North Efate	L				I			
llq	Lolak	L				I			
lls	Lithuanian Sign Language	L				I			
llu	Lau	L				I			
llx	Lauan	L				I			
lma	East Limba	L				I			
lmb	Merei	L				I			
lmc	Limilngan	E				I			
lmd	Lumun	L				I			
lme	Pévé	L				I			
lmf	South Lembata	L				I			
lmg	Lamogai	L				I			
lmh	Lambichhong	L				I			
lmi	Lombi	L				I			
lmj	West Lembata	L				I			
lmk	Lamkang	L				I			
lml	Hano	L				I			
lmn	Lambadi	L				I			
lmo	Lombard	L				I			
lmp	Limbum	L				I			
lmq	Lamatuka	L				I			
lmr	Lamalera	L				I			
lmu	Lamenu	L				I			
lmv	Lomaiviti	L				I			
lmw	Lake Miwok	L				I			
lmx	Laimbue	L				I			
lmy	Lamboya	L				I			
lna	Langbashe	L				I			
lnb	Mbalanhu	L				I			
lnd	Lundayeh	L				I			
lng	Langobardic	A				I			
lnh	Lanoh	L				I			
lni	Daantanai'	L				I			
lnj	Leningitij	E				I			
lnl	South Central Banda	L				I			
lnm	Langam	L				I			
lnn	Lorediakarkar	L				I			
lns	Lamnso'	L				I			
lnu	Longuda	L				I			
lnw	Lanima	E				I			
lnz	Lonzo	L				I			
loa	Loloda	L				I			
lob	Lobi	L				I			
loc	Inonhan	L				I			
loe	Saluan	L				I			
lof	Logol	L				I			
log	Logo	L				I			
loh	Narim	L				I			
loi	Loma (Côte d'Ivoire)	L				I			
loj	Lou	L				I			
lok	Loko	L				I			
lol	Mongo	L	lol	lol		I			
lom	Loma (Liberia)	L				I			
lon	Malawi Lomwe	L				I			
loo	Lombo	L				I			
lop	Lopa	L				I			
loq	Lobala	L				I			
lor	Téén	L				I			
los	Loniu	L				I			
lot	Otuho	L				I			
lou	Louisiana Creole	L				I			
lov	Lopi	L				I			
low	Tampias Lobu	L				I			
lox	Loun	L				I			
loy	Loke	L				I			
loz	Lozi	L	loz	loz		I			
lpa	Lelepa	L				I			
lpe	Lepki	L				I			
lpn	Long Phuri Naga	L				I			
lpo	Lipo	L				I			
lpx	Lopit	L				I			
lqr	Logir	L				I			
lra	Rara Bakati'	L				I			
lrc	Northern Luri	L				I			
lre	Laurentian	E				I			
lrg	Laragia	E				I			
lri	Marachi	L				I			
lrk	Loarki	L				I			
lrl	Lari	L				I			
lrm	Marama	L				I			
lrn	Lorang	L				I			
lro	Laro	L				I			
lrr	Southern Yamphu	L				I			
lrt	Larantuka Malay	L				I			
lrv	Larevat	L				I			
lrz	Lemerig	L				I			
lsa	Lasgerdi	L				I			
lsb	Burundian Sign Language	L				I			
lsc	Albarradas Sign Language	L				I			
lsd	Lishana Deni	L				I			
lse	Lusengo	L				I			
lsh	Lish	L				I			
lsi	Lashi	L				I			
lsl	Latvian Sign Language	L				I			
lsm	Saamia	L				I			
lsn	Tibetan Sign Language	L				I			
lso	Laos Sign Language	L				I			
lsp	Panamanian Sign Language	L				I			
lsr	Aruop	L				I			
lss	Lasi	L				I			
lst	Trinidad and Tobago Sign Language	L				I			
lsv	Sivia Sign Language	L				I			
lsw	Seychelles Sign Language	L				I			
lsy	Mauritian Sign Language	L				I			
ltc	Late Middle Chinese	H				I			
ltg	Latgalian	L				I			
lth	Thur	L				I			
lti	Leti (Indonesia)	L				I			
ltn	Latundê	L				I			
lto	Tsotso	L				I			
lts	Tachoni	L				I			
ltu	Latu	L				I			
ltz	Luxembourgish	L	ltz	ltz	lb	I			
lua	Luba-Lulua	L	lua	lua		I			
lub	Luba-Katanga	L	lub	lub	lu	I			
luc	Aringa	L				I			
lud	Ludian	L				I			
lue	Luvale	L				I			
luf	Laua	L				I			
lug	Ganda	L	lug	lug	lg	I			
lui	Luiseno	E	lui	lui		I			
luj	Luna	L				I			
luk	Lunanakha	L				I			
lul	Olu'bo	L				I			
lum	Luimbi	L				I			
lun	Lunda	L	lun	lun		I			
luo	Luo (Kenya and Tanzania)	L	luo	luo		I			
lup	Lumbu	L				I			
luq	Lucumi	L				I			
lur	Laura	L				I			
lus	Lushai	L	lus	lus		I			
lut	Lushootseed	L				I			
luu	Lumba-Yakkha	L				I			
luv	Luwati	L				I			
luw	Luo (Cameroon)	L				I			
luy	Luyia	L				M			
luz	Southern Luri	L				I			
lva	Maku'a	L				I			
lvi	Lavi	L				I			
lvk	Lavukaleve	L				I			
lvs	Standard Latvian	L				I			
lvu	Levuka	L				I			
lwa	Lwalu	L				I			
lwe	Lewo Eleng	L				I			
lwg	Wanga	L				I			
lwh	White Lachi	L				I			
lwl	Eastern Lawa	L				I			
lwm	Laomian	L				I			
lwo	Luwo	L				I			
lws	Malawian Sign Language	L				I			
lwt	Lewotobi	L				I			
lwu	Lawu	L				I			
lww	Lewo	L				I			
lxm	Lakurumau	L				I			
lya	Layakha	L				I			
lyg	Lyngngam	L				I			
lyn	Luyana	L				I			
lzh	Literary Chinese	H				I			
lzl	Litzlitz	L				I			
lzn	Leinong Naga	L				I			
lzz	Laz	L				I			
maa	San Jerónimo Tecóatl Mazatec	L				I			
mab	Yutanduchi Mixtec	L				I			
mad	Madurese	L	mad	mad		I			
mae	Bo-Rukul	L				I			
maf	Mafa	L				I			
mag	Magahi	L	mag	mag		I			
mah	Marshallese	L	mah	mah	mh	I			
mai	Maithili	L	mai	mai		I			
maj	Jalapa De Díaz Mazatec	L				I			
